Vios Jurídico - Baixa de Títulos Pagar / Receber;;;;;;;;;;;;;;;;;;;;;;;;;
CI Título;CI Parcela;Etiquetas;Data Vencimento;Data Vencimento Orig.;Dias em Atraso;Competência;Tipo;Forma;Nro Título;Reincidência;NF;Cliente;Descrição;Valor;Valor Atualizado;Valor Título;Desconto Previsto;Desconto Realizado;Valor Pago;Data Baixa;Data de Crédito/Débito;Tem Valor Retido?;Contrato;Plano de Contas;Moeda
8348;8353;;01/07/2025;01/07/2025;0;01/07/2025;RECEBER;Pix;1664-1;1/1;;Polycarpo Advogados;Baixa automática aplicação financeira _Rende Fácil;4500;---;4500;0;0;4500;01/07/2025;00/00/0000;Não;;Baixa de aplicação;
7648;7657;;01/07/2025;01/05/2025;0;02/04/2025;RECEBER;Pix;896-1;1/1;;Yofc Brasil Cabos e Solucoes Ltda;"Reembolso de despesa Cursos e treinamentosq do fornecedor TRIBUNAL DE JUSTICA - Origem: Processo (1030580-16.2025.8.26.0100 | CI: 646) - 
Custas de Agravo de instrumento 

Yofc Brasil Cabos e Soluções Ltda. X Jaçanã Transmissão de Energia S.a - Processo 1030580-16.2025.8.26.0100";555,3;---;555,3;0;0;555,3;19/09/2025;00/00/0000;Não;401 - YOFC - JAÇANÃ e LÍDER;Conta corrente;
8452;8457;;02/07/2025;02/07/2025;0;02/07/2025;PAGAR;On line;1770-1;1/1;;BANCO BRADESCO S/A;IOF S/Utilização limite;-0,52;---;-0,52;0;0;-0,52;02/07/2025;00/00/0000;Não;;IOF;
8344;8349;;02/07/2025;02/07/2025;0;02/07/2025;PAGAR;On line;1660-1;1/1;;BANCO C6 S.A.;JUROS CHEQUE ESPECIAL;-48,27;---;-48,27;0;0;-48,27;02/07/2025;00/00/0000;Não;;Pagamento de juros;
8349;8354;;02/07/2025;02/07/2025;0;02/07/2025;RECEBER;On line;1665-1;1/1;;Polycarpo Advogados;Baixa automática aplicação financeira _Rende Fácil;32,75;---;32,75;0;0;32,75;02/07/2025;00/00/0000;Não;;Baixa de aplicação;
4671;4671;;03/07/2025;03/07/2025;0;03/07/2025;PAGAR;Pix;-;1/1;;BANCO C6 S.A.;Seguro de conta-conta corrente;-20;20;-20;0;0;-20;03/07/2025;00/00/0000;Não;;Tarifas e custos bancários;Real
7522;7529;;03/07/2025;03/07/2025;0;03/07/2025;PAGAR;Debito Automatico;717-1;5/34;;BANCO C6 S.A.;Seguro conta corrente - mensal;-20;---;-20;0;0;-20;03/07/2025;00/00/0000;Não;;Tarifas e custos bancários;Real
8287;8294;;03/07/2025;03/07/2025;0;03/07/2025;PAGAR;Boleto;1595-1;1/1;;CREDLOCALIZA SERVICOS DE APOIO ADMINISTRATIVO LTDA;"Pagamento de despesa reembolsável de Custas Judiciais do cliente AGROPECUARIA CARJIM LTDA. - Origem: Processo (1002304-28.2023.8.26.0396 | CI: 593) - 

- Processo 1002304-28.2023.8.26.0396";-64,19;---;-64,19;0;0;-64,19;03/07/2025;00/00/0000;Não;Carjim - Time Sheet;Custas e depesas;
8350;8355;;03/07/2025;03/07/2025;0;03/07/2025;RECEBER;On line;1666-1;1/1;;Polycarpo Advogados;Baixa automática aplicação financeira _Rende Fácil;64,19;---;64,19;0;0;64,19;03/07/2025;00/00/0000;Não;;Baixa de aplicação;
8285;8292;;03/07/2025;03/07/2025;0;02/07/2025;PAGAR;Boleto;1593-1;1/1;;TRIBUNAL DE JUSTICA;"Pagamento de despesa reembolsável de Custas Judiciais do cliente AGROPECUARIA CARJIM LTDA. - Origem: Processo (1002304-28.2023.8.26.0396 | CI: 593) - 

- Processo 1002304-28.2023.8.26.0396";-32,75;---;-32,75;0;0;-32,75;02/07/2025;00/00/0000;Não;Carjim - Time Sheet;Custas e depesas;
5553;5553;;04/07/2025;04/07/2025;0;02/07/2025;PAGAR;Pix;1657-1;1/1;;BANCO ITAU;Tarifa bancáriaTAR PLANO ADAPT;-159;---;-159;0;0;-159;02/07/2025;00/00/0000;Não;;Tarifas e custos bancários;Real
8351;8356;;04/07/2025;04/07/2025;0;04/07/2025;RECEBER;On line;1667-1;1/1;;Polycarpo Advogados;Baixa automática aplicação financeira _Rende Fácil;37,02;---;37,02;0;0;37,02;04/07/2025;00/00/0000;Não;;Baixa de aplicação;
8289;8296;;04/07/2025;04/07/2025;0;03/07/2025;PAGAR;Boleto;1597-1;1/1;;TRIBUNAL DE JUSTICA;"Pagamento de despesa reembolsável de Custas Judiciais do cliente Yofc Brasil Cabos e Soluções Ltda. - Origem: Processo (1030580-16.2025.8.26.0100 | CI: 646) - 

Yofc Brasil Cabos e Soluções Ltda. X Jaçanã Transmissão de Energia S.a - Processo 1030580-16.2025.8.26.0100";-37,02;---;-37,02;0;0;-37,02;04/07/2025;00/00/0000;Não;401 - YOFC - JAÇANÃ e LÍDER;Custas e depesas;
7243;7243;;07/07/2025;05/07/2025;0;05/06/2025;PAGAR;Pix;352-1;5/11;;ALMIR POLYCARPO;Pro-labore;-1351,02;---;-1351,02;0;0;-1351,02;04/07/2025;00/00/0000;Não;;Pró-labore;Real
7254;7254;;07/07/2025;05/07/2025;0;05/06/2025;PAGAR;Pix;363-1;5/11;;ANDREI GOMES DA SILVA PINTO;Pro-labore;-1351,02;---;-1351,02;0;0;-1351,02;04/07/2025;00/00/0000;Não;;Pró-labore;Real
8451;8456;;07/07/2025;07/07/2025;0;07/07/2025;RECEBER;Debito Automatico;1769-1;1/1;;BANCO BRADESCO S/A;Rendimento aplicação automática - Invest Fácil;0,04;---;0,04;0;0;0,04;07/07/2025;00/00/0000;Não;;Baixa de aplicação;
7265;7265;;07/07/2025;05/07/2025;0;05/06/2025;PAGAR;Pix;374-1;5/11;;FLAVIA MARTINS FUZARO POLYCARPO;Pro-labore;-1351,02;---;-1351,02;0;0;-1351,02;04/07/2025;00/00/0000;Não;;Pró-labore;Real
4787;4787;;07/07/2025;07/07/2025;0;07/07/2025;PAGAR;Pix;1100-1;1/1;;Marcia Xavier de Melo e Silva;RemuneraçãoBradescoAg.1451Cta Poupança  1017625-5pix (11) 95820-8165;-3300;3300;-3300;0;0;-3300;04/07/2025;00/00/0000;Não;;Prestadores de Serviço;Real
4963;4963;;07/07/2025;07/07/2025;0;07/07/2025;PAGAR;Pix;-;1/1;;Paloma Luczka dos Santos;Pro-labore  Paloma;-1351,02;1351,02;-1351,02;0;0;-1351,02;04/07/2025;00/00/0000;Não;;Pró-labore;Real
8205;8212;;07/07/2025;31/03/2025;0;25/03/2025;RECEBER;Pix;1494-1;1/1;;Scientia Consultoria Cientifica Ltda;"Cobrança referente Ato processual -  - 

EXTRATO - REGRA DE CONTRATO - POR ATO PROCESSUAL






Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Sentença (CI 19)' no período de 01/03/2025 à 25/03/2025.



• Sentença • Maria da Penha de Almeida X Scientia Consultoria Cientifica Ltda • Proc. 0001652-85.2014.8.14.0005 • CI 1096

Valor corresponde ao item 2.1 (b) da proposta de honorários datada de 27/10/2014



Valor original da parcela - R$ 12.000,00 - atualizada pelo IPCA - R$ 21.662,54";4066,06;---;4066,06;0;0;4066,06;07/07/2025;00/00/0000;Não;Scientia - Maria da Penha - SCIENTIA - MARIA DA PENHA;Ato;
8319;8326;;07/07/2025;07/07/2025;0;25/03/2025;RECEBER;Pix;1627-1;1/1;;Scientia Consultoria Cientifica Ltda;"Cobrança referente Ato processual -  - 

EXTRATO - REGRA DE CONTRATO - POR ATO PROCESSUAL






Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Sentença (CI 19)' no período de 01/03/2025 à 25/03/2025.



• Sentença • Maria da Penha de Almeida X Scientia Consultoria Cientifica Ltda • Proc. 0001652-85.2014.8.14.0005 • CI 1096

Valor corresponde ao item 2.1 (b) da proposta de honorários datada de 27/10/2014



Valor original da parcela - R$ 12.000,00 - atualizada pelo IPCA - R$ 21.662,54";4066,06;---;4066,06;0;0;4066,06;05/08/2025;00/00/0000;Não;Scientia - Maria da Penha - SCIENTIA - MARIA DA PENHA;Ato;
4762;4762;;07/07/2025;07/07/2025;0;07/07/2025;PAGAR;Pix;-;1/1;;Victor Tavolaro Barbieri;Pro-labore Victor;-1351,02;---;-1351,02;0;0;-1351,02;04/07/2025;00/00/0000;Não;;Pró-labore;Real
7655;7664;Liberado no Banco;07/07/2025;07/07/2025;0;07/07/2025;PAGAR;Boleto;903-1;4/13;;VIOS DES.COM.PROG.COMPUTADOR LTDA;"VIOS



PLATAFORMA JURIDICA - MENSAL



MENSALIDADE";-945;---;-945;0;0;-945;07/07/2025;00/00/0000;Não;;Informática - Softwares;
8453;8458;;08/07/2025;08/07/2025;0;08/07/2025;RECEBER;On line;1771-1;1/1;;BANCO BRADESCO S/A;Rendimento aplicação automática - Invest Fácil;0,45;---;0,45;0;0;0,45;08/07/2025;00/00/0000;Não;;Aplicação de valores em investimento;
5112;5112;Liberado no Banco;08/07/2025;08/07/2025;0;08/07/2025;PAGAR;Boleto;1551-1;1/1;;BRADESCO SAUDE S/A;"Convênio Médico



Plano de  Saúde";-8580,48;8580,48;-8580,48;0;0;-8580,48;08/07/2025;00/00/0000;Não;;Seguro Saúde;Real
8258;8265;;10/07/2025;10/07/2025;0;30/06/2025;RECEBER;Pix;1566-1;1/1;;AGROPECUARIA CARJIM LTDA.;"Cobrança referente Hora Trabalhada -  - EXTRATO - REGRA DE CONTRATO - HORA DO COLABORADOR

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Advogado Sênior (CI 10)' no período de 01/06/2025 à 30/06/2025.



 • Andrei Gomes da Silva Pinto • Horário Original: 00:20:00 • APONTAMENTO DE HORAS • ADRIEN DORVALINOFERRONI X AGROPECUARIA CARJIM LTDA. • Proc. 1000639-40.2024.8.26.0396 • CI 1476

 • Andrei Gomes da Silva Pinto • Horário Original: 00:30:00 • APONTAMENTO DE HORAS • ADRIEN DORVALINOFERRONI X AGROPECUARIA CARJIM LTDA. • Proc. 1000639-40.2024.8.26.0396 • CI 1786

Lançamento proveniente de regra de contrato (CI 154).";547,46;---;583,33;0;0;547,46;16/07/2025;00/00/0000;Sim;Carjim - Time Sheet;Hora trabalhada;
7865;7874;Liberado no Banco;10/07/2025;10/07/2025;0;10/07/2025;PAGAR;Pix;1137-1;3/9;;ANDREI GOMES DA SILVA PINTO;Retirada antecipada;-4149;---;-4149;0;0;-4149;10/07/2025;00/00/0000;Não;;Retirada dos sócios;
8318;8325;;10/07/2025;07/08/2025;0;10/07/2025;PAGAR;On line;1626-1;1/1;;C6 CARTAO DE CREDITO;"ASA*TECHLEGAL SERVIÇOS


ASSOCIAÇÃO BRASILEIRA PARC 001/002


CLAUDE.AI SUBSCRIPTION +1  - COTAÇÃO


CLAUDE.AI SUBSCRIPTION +1   - IOF TRANSAÇÕES EXTERIOR


CONTABILIZEI TECNOLOGIA


CURSOR, AI POWERED IDE NE   - COTAÇÃO


CURSOR, AI POWERED IDE NE   IOF TRANSAÇÃO EXTERIOR


DELL  PARC 08/012


DM*HOSTINGERCOMB


EBN *CANVAS04554 54


GAMI


GAMMA.APP SA  = COTAÇÃO


GAMMA.APP    IOF TRANSAÇÕES EXTERIOR


HUBEES - ESTACIONAMENTO


LINKEDIN


LOVABLE +1


MP *PAGTESOURO


OAB MG*ANUIDADE OABM - PARC 006/008


OAB RJ - ANUIDADE


OPENAI *CHATGPT SUBSCR - COTAÇÃO


OPENAI *CHATGPT SUBSCR - IOF TRANS EXTERIOR


OPENAI *CHATGPT SUBSCR  - IOF TRANSÇ EXTERIOR


PADDLE.NET*N8N CLOUD1 LI - COTAÇÃO


PADDLE.NET*N8N CLOUD1 LI - IOF TRANS EXTERIOR


PAYPAL DELL PARC 008/012";-8176,73;---;-8176,73;0;0;-8176,73;07/07/2025;00/00/0000;Não;;Aluguel, Estacionamento, Informática -  Hardware, Informática - Softwares , IOF, OAB e Associações, Outros Seguros, Prestadores de Serviço;Real
8265;8272;;10/07/2025;10/07/2025;0;30/06/2025;RECEBER;Pix;1573-1;1/1;;Distribuidora de Bebidas Tm Ltda;"Cobrança referente Taxa de acompanhamento processual -  - EXTRATO - REGRA DE CONTRATO - TAXA DE ACOMPANHAMENTO PROCESSUAL (TAP)

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Pasta Ativa Mensal (CI 11)' no período de 01/06/2025 à 30/06/2025.



 • Distribuidora de Bebidas Tm Ltda X União Federal • Proc. 5002718-03.2023.4.03.6128 • CI 618

Lançamento proveniente de regra de contrato (CI 103).";65,69;---;70;0;0;65,69;31/07/2025;00/00/0000;Sim;Dádiva - Distribuidora - Tributário - Dádiva Contencioso Tributário Distribuidora;Lote;
8267;8274;;10/07/2025;10/07/2025;0;30/06/2025;RECEBER;Pix;1575-1;1/1;;Distribuidora de Bebidas Tm Ltda;"Cobrança referente Hora Trabalhada -  - EXTRATO - REGRA DE CONTRATO - POR HORA TRABALHADA

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Por hora trabalhada - 2. Arredondamento de 5 em 5 min (CI 2)' no período de 01/06/2025 à 30/06/2025.



 • Flávia Martins Fuzaro Polycarpo • Horário Original: 00:16:00 • Consultoria • CI 1452

 • Victor Tavolaro Barbieri • Horário Original: 00:40:00 • Consultoria • CI 1515

 • Flávia Martins Fuzaro Polycarpo • Horário Original: 00:04:00 • F-UP • CI 1587

 • Flávia Martins Fuzaro Polycarpo • Horário Original: 00:01:00 • F-UP • CI 1594

 • Flávia Martins Fuzaro Polycarpo • Horário Original: 00:10:00 • Análise de e-mail • CI 1595

 • Flávia Martins Fuzaro Polycarpo • Horário Original: 00:20:00 • Consultoria • CI 1607

 • Andrei G";1204,45;---;1419,7;0;0;1204,45;31/07/2025;00/00/0000;Sim;365 Dádiva - Time Sheet - DÁDIVA - TIME SHEET;Hora trabalhada;
8269;8276;;10/07/2025;10/07/2025;0;30/06/2025;RECEBER;Pix;1577-1;1/1;;EDVALDO AILDER CATALANI MORATA;"Cobrança referente Hora Trabalhada -  - EXTRATO - REGRA DE CONTRATO - POR HORA TRABALHADA

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Por hora trabalhada - 2. Arredondamento de 5 em 5 min (CI 2)' no período de 01/06/2025 à 30/06/2025.



 • Andrei Gomes da Silva Pinto • Horário Original: 00:20:00 • APONTAMENTO DE HORAS • CI 1479

 • Andrei Gomes da Silva Pinto • Horário Original: 00:20:00 • APONTAMENTO DE HORAS • CI 1540

 • Andrei Gomes da Silva Pinto • Horário Original: 00:20:00 • APONTAMENTO DE HORAS • CI 1778

Lançamento proveniente de regra de contrato (CI 113).";399,99;---;399,99;0;0;399,99;17/07/2025;00/00/0000;Não;Edvaldo Morata - Time Sheet;Hora trabalhada;
5302;5302;;10/07/2025;10/07/2025;0;10/07/2025;PAGAR;Pix;1629-1;1/1;;FLAVIA MARTINS FUZARO POLYCARPO;Retirada antecipada;-7000;10000;-7000;0;0;-7000;09/07/2025;00/00/0000;Não;;Retirada dos sócios;Real
8266;8273;;10/07/2025;10/07/2025;0;30/06/2025;RECEBER;Pix;1574-1;1/1;;Indústria de Bebidas Lt Ltda.;"Cobrança referente Taxa de acompanhamento processual -  - EXTRATO - REGRA DE CONTRATO - TAXA DE ACOMPANHAMENTO PROCESSUAL (TAP)

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Pasta Ativa Mensal (CI 11)' no período de 01/06/2025 à 30/06/2025.



 • UNIÃO FEDERAL - FAZENDA NACIONAL X INDUSTRIA DE BEBIDAS LT LTDA - EPP • Proc. 5004571-13.2024.4.03.6128 • CI 1114

 • UNIÃO FEDERAL - FAZENDA NACIONAL X INDUSTRIA DE BEBIDAS LT LTDA - EPP • Proc. 5009669-74.2025.4.03.6182 • CI 1113

 • União Federal X Indústria de Bebidas Lt Ltda. • Proc. 5002087-25.2024.4.03.6128 • CI 1073

 • União Federal X Indústria de Bebidas Lt Ltda. • Proc. 5005740-33.2025.4.03.6182 • CI 1072

 • União Federal X Indústria de Bebidas Lt Ltda. • Proc. 5001436-90.2024.4.03.6128 &bull";656,95;---;700;0;0;656,95;31/07/2025;00/00/0000;Sim;366 - Dádiva - Indústria - Contencioso Tributário - DÁDIVA - INDÚSTRIA TRIBUTÁRIO;Lote;
8274;8281;;10/07/2025;10/07/2025;0;30/06/2025;RECEBER;Pix;1582-1;1/1;;Inova Ts Engenharia Ltda.;"Cobrança referente Hora Trabalhada -  - EXTRATO - REGRA DE CONTRATO - HORA DO COLABORADOR

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Advogado Sênior (CI 10)' no período de 01/06/2025 à 30/06/2025.



 • Andrei Gomes da Silva Pinto • Horário Original: 00:45:00 • APONTAMENTO DE HORAS • CI 1654

Lançamento proveniente de regra de contrato (CI 43).
Cobrança referente Hora Trabalhada -  - EXTRATO - REGRA DE CONTRATO - HORA DO COLABORADOR

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Sócio (CI 9)' no período de 01/06/2025 à 30/06/2025.



 • Flávia Martins Fuzaro Polycarpo • Horário Original: 00:10:00 • Consultoria • CI 1646

 • Flávia Martins Fuzaro Polycarpo • Horário Original: 00:10:00 • Consultoria • CI 1647

Lançamento proveniente de regra de contrato";862,5;---;862,5;0;0;862,5;28/07/2025;00/00/0000;Não;8 Inova - Time Sheet - INOVA TIME SHEET;Hora trabalhada;
8270;8277;;10/07/2025;10/07/2025;0;30/06/2025;RECEBER;Pix;1578-1;1/1;;Maristella Fuganti Cabello Campos;"Cobrança referente Hora Trabalhada -  - EXTRATO - REGRA DE CONTRATO - HORA DO COLABORADOR

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Advogado Sênior (CI 10)' no período de 01/06/2025 à 30/06/2025.



 • Andrei Gomes da Silva Pinto • Horário Original: 00:45:00 • APONTAMENTO DE HORAS • CI 1706

 • Andrei Gomes da Silva Pinto • Horário Original: 00:45:00 • APONTAMENTO DE HORAS • CI 1770

 • Andrei Gomes da Silva Pinto • Horário Original: 01:15:00 • APONTAMENTO DE HORAS • CI 1782

 • Andrei Gomes da Silva Pinto • Horário Original: 00:40:00 • APONTAMENTO DE HORAS • CI 1784

Lançamento proveniente de regra de contrato (CI 189).
Cobrança referente Hora Trabalhada -  - EXTRATO - REGRA DE CONTRATO - HORA DO COLABORADOR

Segue a relação dos itens selecionados para gerar o lançamento proveni";2399,17;---;2399,17;0;0;2399,17;23/07/2025;00/00/0000;Não;Maristela - Negociações do imóvel - Honorários para;Hora trabalhada;
7874;7883;Liberado no Banco;10/07/2025;10/07/2025;0;10/07/2025;PAGAR;Pix;1146-1;3/9;;Paloma Luczka dos Santos;;-4244;---;-4244;0;0;-4244;10/07/2025;00/00/0000;Não;;Retirada dos sócios;
8259;8266;;10/07/2025;10/07/2025;0;30/06/2025;RECEBER;Pix;1567-1;1/1;;Platlog Importação, Logística e Distribuição Ltda;"Cobrança referente Hora Trabalhada -  - EXTRATO - REGRA DE CONTRATO - HORA DO COLABORADOR

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Advogado Sênior (CI 10)' no período de 01/06/2025 à 30/06/2025.



 • Andrei Gomes da Silva Pinto • Horário Original: 00:20:00 • APONTAMENTO DE HORAS • CI 1478

 • Andrei Gomes da Silva Pinto • Horário Original: 00:35:00 • APONTAMENTO DE HORAS • CI 1783

Lançamento proveniente de regra de contrato (CI 34).
Cobrança referente Hora Trabalhada -  - EXTRATO - REGRA DE CONTRATO - HORA DO COLABORADOR

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Sócio (CI 9)' no período de 01/06/2025 à 30/06/2025.



 • Almir Polycarpo • Horário Original: 00:22:00 • Revisão de documento • CI 1499

 • Almir Polycarpo • Horário Original:";1453,12;---;1548,33;0;0;1453,12;16/07/2025;00/00/0000;Sim;Platlog - Time Sheet;Hora trabalhada;
8219;8226;Liberado no Banco;10/07/2025;10/07/2025;0;10/07/2025;PAGAR;Boleto;1525-1;1/1;;PREFEITURA MUNICIPAL DE SAO PAULO;"TFE APOIO



TAXA DE FISCALIZAÇÃO";-226,68;---;-226,68;0;0;-226,68;10/07/2025;00/00/0000;Não;;Outros tributos e taxas;
8282;8289;Liberado no Banco;10/07/2025;10/07/2025;0;10/07/2025;PAGAR;Boleto;1590-1;1/1;;PREFEITURA MUNICIPAL DE SAO PAULO;"TFE



POLYCARPO ADV



TAXA DE FISCALIZAÇÃO";-226,68;---;-226,68;0;0;-226,68;10/07/2025;00/00/0000;Não;;Outros tributos e taxas;
8328;8333;;10/07/2025;10/07/2025;0;10/07/2025;PAGAR;Boleto;1638-1;1/1;;PREFEITURA MUNICIPAL DE SAO PAULO;DAMSP ISS - TRIMESTRAL;-1910,8;---;-1910,8;0;0;-1910,8;10/07/2025;00/00/0000;Não;;ISS;
8046;8055;Liberado no Banco;10/07/2025;10/07/2025;0;10/07/2025;PAGAR;Boleto;1323-1;2/12;;QUALI CONTABIL EIRELI;Serviços de contabilidade;-2277;---;-2277;0;0;-2277;10/07/2025;00/00/0000;Não;;Prestadores de Serviço;
8272;8279;;10/07/2025;10/07/2025;0;30/06/2025;RECEBER;Pix;1580-1;1/1;;Silvia Veitzman;"Cobrança referente Hora Trabalhada -  - EXTRATO - REGRA DE CONTRATO - POR HORA TRABALHADA

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Por hora trabalhada - 1. Horário exato (CI 1)' no período de 01/06/2025 à 30/06/2025.



 • Flávia Martins Fuzaro Polycarpo • Horário Original: 01:00:00 • Consultoria • Silvia Veitzman X Réu não informado • CI 1746

Lançamento proveniente de regra de contrato (CI 216).";650;---;650;0;0;650;23/08/2025;00/00/0000;Não;Silvia Veitzman - Time Sheet;Hora trabalhada;
8273;8280;;10/07/2025;10/07/2025;0;30/06/2025;RECEBER;Pix;1581-1;1/1;;Vale Verde Engenharia e Empreendimentos Ltda.;"Cobrança referente Ato processual -  - EXTRATO - REGRA DE CONTRATO - POR ATO PROCESSUAL

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Levantamento de valores (CI 18)' no período de 01/06/2025 à 30/06/2025.



 • Levantamento de valores • Elderson Oliveira da Costa X Vale Verde Engenharia e Empreendimentos Ltda. • Proc. 0010805-16.2022.5.03.0104 • CI 835

Lançamento proveniente de regra de contrato (CI 58).";1032,35;---;1100;0;0;1032,35;31/07/2025;00/00/0000;Sim;Vale Verde - Contencioso Trabalhista - VALE VERDE - TRABALHISTA;Ato;
